"","coords.x1","coords.x2","sp.ID","time","endTime","timeIndex","id","x","y","z","Year","Month","Day","DayYear","T.max","T.min","T.mean","Rainfall","cdd_luht"
"1","93625.69","67967.2","1","1974-04-22","1974-04-23"," 1573","1","6.354936","49.54519","207","1974"," 4","22","112"," 16.000000","  4.8000000"," 10.4000000","  0.00","0"
"2","93625.69","67967.2","1","1974-04-23","1974-04-24"," 1574","1","6.354936","49.54519","207","1974"," 4","23","113"," 14.500000","  3.5000000","  9.0000000","  0.00","4"
"3","93625.69","67967.2","1","1974-04-24","1974-04-25"," 1575","1","6.354936","49.54519","207","1974"," 4","24","114"," 11.200000","  3.5000000","  7.3500000","  0.00","6.35000000000002"
"4","93625.69","67967.2","1","1974-04-25","1974-04-26"," 1576","1","6.354936","49.54519","207","1974"," 4","25","115"," 10.900000","  1.2000000","  6.0500000","  0.00","7.40000000000003"
"5","93625.69","67967.2","1","1974-04-26","1974-04-27"," 1577","1","6.354936","49.54519","207","1974"," 4","26","116","  9.600000","  4.9000000","  7.2500000","  2.80","9.65000000000003"
"6","93625.69","67967.2","1","1974-04-27","1974-04-28"," 1578","1","6.354936","49.54519","207","1974"," 4","27","117"," 11.500000","  2.5000000","  7.0000000","  0.00","11.65"
"7","93625.69","67967.2","1","1974-04-28","1974-04-29"," 1579","1","6.354936","49.54519","207","1974"," 4","28","118"," 16.500000","  6.2000000"," 11.3500000","  0.00","18"
"8","93625.69","67967.2","1","1974-04-29","1974-04-30"," 1580","1","6.354936","49.54519","207","1974"," 4","29","119"," 11.500000","  8.0000000","  9.7500000","  3.10","22.75"
"9","93625.69","67967.2","1","1974-04-30","1974-05-01"," 1581","1","6.354936","49.54519","207","1974"," 4","30","120"," 11.600000","  6.5000000","  9.0500000","  5.00","26.8"
"10","93625.69","67967.2","1","1974-05-01","1974-05-02"," 1582","1","6.354936","49.54519","207","1974"," 5"," 1","121"," 14.500000","  4.0000000","  9.2500000","  3.20","31.05"
